270,23,722,10.0,68,56,1011.5,29.87,1010.9
270,18,722,10.0,65,56,1011.5,29.87,1010.9
250,14,722,10.0,64,55,1011.5,29.87,1010.9
250,9,722,10.0,63,56,1012.0,29.89,1011.6
270,13,722,10.0,63,56,1012.1,29.89,1011.6
250,7,722,10.0,63,56,1012.0,29.89,1011.6
220,5,722,10.0,62,56,1011.9,29.88,1011.3
230,5,722,10.0,61,56,1011.8,29.88,1011.3
220,3,722,10.0,61,55,1011.6,29.87,1010.9
290,3,722,10.0,60,55,1011.3,29.87,1010.9
020,3,722,10.0,68,57,1012.2,29.89,1011.6
280,5,722,10.0,71,55,1012.3,29.90,1011.9
170,11,722,10.0,72,56,1012.4,29.90,1011.9
220,10,722,10.0,74,54,1012.0,29.89,1011.6
250,11,722,10.0,74,54,1011.8,29.88,1011.3
250,16,722,10.0,76,53,1011.4,29.87,1010.9
230,16,722,10.0,75,54,1011.0,29.86,1010.6
250,18,722,10.0,73,54,1011.0,29.86,1010.6
250,15,722,10.0,69,55,1011.8,29.88,1011.3
240,10,722,10.0,65,56,1012.1,29.89,1011.6
260,18,722,10.0,64,56,1012.5,29.90,1011.9
240,14,722,10.0,63,55,1013.1,29.92,1012.6
240,13,722,10.0,63,55,1013.7,29.94,1013.3
240,13,722,10.0,63,55,1013.4,29.93,1012.9
250,18,722,10.0,70,54,1014.6,29.96,1014.0
270,15,722,10.0,69,56,1014.3,29.95,1013.6
250,17,722,10.0,72,56,1014.3,29.95,1013.6
270,20,722,10.0,70,57,1014.1,29.95,1013.6
270,18,722,10.0,67,58,1013.2,29.92,1012.6
260,17,722,10.0,65,57,1013.0,29.92,1012.6
250,13,722,10.0,64,56,1013.0,29.91,1012.3
250,13,722,10.0,63,56,1012.9,29.91,1012.3
260,15,722,10.0,63,55,1013.2,29.92,1012.6
260,22,722,10.0,63,55,1012.9,29.91,1012.3
250,22,722,10.0,62,56,1012.9,29.91,1012.3
250,21,722,10.0,62,55,1013.0,29.92,1012.6
260,18,722,10.0,61,56,1012.8,29.91,1012.3
260,20,722,10.0,61,56,1013.0,29.92,1012.6
250,20,722,10.0,61,56,1013.1,29.92,1012.6
250,18,722,10.0,61,55,1012.8,29.91,1012.3
250,20,722,10.0,61,55,1012.9,29.91,1012.3
250,22,722,10.0,61,54,1013.3,29.93,1012.9
260,14,722,10.0,62,54,1013.8,29.94,1013.3
260,13,722,10.0,63,53,1014.0,29.95,1013.6
270,15,722,10.0,65,51,1014.1,29.95,1013.6
260,18,722,10.0,67,50,1014.3,29.95,1013.6
270,20,722,10.0,67,51,1014.0,29.94,1013.3
250,20,722,10.0,67,52,1013.3,29.92,1012.6
250,18,722,10.0,67,52,1012.9,29.91,1012.3
270,21,722,10.0,67,53,1012.5,29.90,1011.9
260,20,722,10.0,66,53,1011.8,29.88,1011.3
250,15,722,10.0,66,53,1011.6,29.87,1010.9
240,18,722,10.0,64,53,1011.3,29.86,1010.6
250,14,722,10.0,62,52,1010.9,29.85,1010.2
240,13,722,10.0,61,52,1010.7,29.85,1010.2
240,13,722,10.0,61,52,1010.7,29.85,1010.2
260,10,722,10.0,60,51,1010.6,29.85,1010.2
240,11,722,10.0,60,51,1010.6,29.85,1010.2
260,8,722,10.0,60,51,1010.6,29.85,1010.2
270,7,722,10.0,59,51,1010.7,29.85,1010.2
280,6,722,10.0,59,50,1010.3,29.84,1009.9
200,3,722,10.0,58,50,1010.3,29.84,1009.9
220,8,722,10.0,57,49,1010.4,29.84,1009.9
260,6,722,10.0,57,49,1010.8,29.85,1010.2
200,7,722,10.0,56,48,1011.1,29.86,1010.6
240,13,722,10.0,58,49,1011.8,29.88,1011.3
250,13,722,10.0,60,48,1012.0,29.89,1011.6
260,11,722,10.0,63,48,1012.3,29.89,1011.6
250,18,722,10.0,65,47,1012.5,29.90,1011.9
260,21,722,10.0,67,48,1012.3,29.90,1011.9
270,25,722,10.0,67,48,1012.3,29.89,1011.6
270,23,722,10.0,68,49,1012.1,29.89,1011.6
260,26,722,10.0,68,51,1012.0,29.89,1011.6
270,31,722,10.0,66,51,1011.9,29.88,1011.3
280,26,722,10.0,65,51,1011.8,29.88,1011.3
270,23,722,10.0,59,51,1011.8,29.88,1011.3
280,25,722,10.0,59,51,1012.3,29.89,1011.6
270,15,722,10.0,58,52,1012.5,29.90,1011.9
270,15,722,10.0,58,52,1012.6,29.90,1011.9
220,8,722,10.0,57,51,1012.9,29.91,1012.3
140,3,722,10.0,58,51,1012.8,29.91,1012.3
290,3,722,10.0,55,49,1012.7,29.91,1012.3
190,6,722,10.0,55,50,1013.0,29.92,1012.6
210,3,722,10.0,54,48,1013.0,29.92,1012.6
270,5,722,10.0,54,49,1013.8,29.94,1013.3
260,5,722,10.0,54,48,1014.3,29.95,1013.6
160,3,722,10.0,61,52,1015.4,29.99,1015.0
020,3,722,10.0,64,53,1015.7,30.00,1015.3
290,11,722,10.0,76,48,1014.8,29.97,1014.3
280,16,722,10.0,76,44,1014.6,29.96,1014.0
270,21,722,10.0,73,43,1014.5,29.96,1014.0
280,22,722,10.0,73,43,1014.2,29.95,1013.6
270,22,722,10.0,71,43,1014.2,29.95,1013.6
280,21,722,10.0,68,44,1013.8,29.94,1013.3
280,17,722,10.0,64,46,1013.7,29.94,1013.3
290,10,722,10.0,62,48,1014.3,29.95,1013.6
270,7,722,10.0,62,47,1014.7,29.97,1014.3
270,5,722,10.0,62,45,1014.4,29.96,1014.0
270,3,722,10.0,60,45,1014.3,29.95,1013.6
200,3,722,10.0,57,42,1015.0,29.97,1014.3
070,3,722,10.0,67,52,1015.7,30.00,1015.3
070,3,722,10.0,69,52,1015.6,29.99,1015.0
060,3,722,10.0,71,52,1015.4,29.99,1015.0
090,3,722,10.0,74,55,1014.7,29.97,1014.3
360,5,722,10.0,82,46,1014.2,29.95,1013.6
300,13,722,10.0,85,34,1013.8,29.94,1013.3
290,14,722,10.0,83,38,1013.3,29.92,1012.6
290,15,722,10.0,80,41,1012.7,29.91,1012.3
300,14,722,10.0,77,41,1012.7,29.91,1012.3
290,16,722,10.0,70,48,1012.4,29.90,1011.9
290,15,722,10.0,65,48,1012.5,29.90,1011.9
300,8,722,10.0,63,50,1012.9,29.91,1012.3
300,10,722,10.0,64,49,1013.1,29.92,1012.6
220,3,722,10.0,64,50,1013.1,29.92,1012.6
280,7,722,10.0,62,49,1013.1,29.92,1012.6
290,8,722,10.0,60,51,1013.0,29.92,1012.6
270,5,722,10.0,60,51,1012.9,29.91,1012.3
220,5,722,10.0,59,42,1012.6,29.90,1011.9
240,3,722,10.0,60,43,1012.6,29.91,1012.3
290,3,722,10.0,58,41,1012.9,29.91,1012.3
020,3,722,10.0,66,57,1014.0,29.94,1013.3
030,3,722,10.0,72,55,1014.1,29.95,1013.6
050,3,722,10.0,76,56,1013.6,29.93,1012.9
060,3,722,10.0,80,55,1012.3,29.90,1011.9
290,13,722,10.0,88,43,1011.1,29.86,1010.6
290,15,722,10.0,85,43,1010.8,29.85,1010.2
280,14,722,10.0,81,40,1011.3,29.86,1010.6
280,13,722,10.0,80,38,1010.9,29.85,1010.2
270,18,722,10.0,77,35,1011.2,29.86,1010.6
290,13,722,10.0,76,35,1011.3,29.87,1010.9
310,7,722,10.0,74,41,1011.8,29.88,1011.3
280,3,722,10.0,69,37,1012.0,29.88,1011.3
280,3,722,10.0,64,39,1011.4,29.87,1010.9
220,3,722,10.0,63,41,1011.7,29.88,1011.3
030,5,722,10.0,70,61,1012.4,29.90,1011.9
020,6,722,9.1,72,61,1012.6,29.90,1011.9
010,6,722,10.0,77,58,1012.2,29.89,1011.6
020,5,722,10.0,79,58,1011.5,29.87,1010.9
040,5,722,10.0,80,63,1010.9,29.85,1010.2
050,3,722,10.0,83,62,1010.2,29.83,1009.6
300,11,722,10.0,91,48,1009.7,29.82,1009.2
290,15,722,10.0,88,42,1009.4,29.81,1008.9
290,16,722,10.0,86,41,1009.1,29.80,1008.5
290,18,722,10.0,81,40,1008.9,29.79,1008.2
290,17,722,10.0,77,40,1009.1,29.80,1008.5
290,11,722,10.0,76,39,1009.8,29.82,1009.2
290,9,722,10.0,76,40,1010.2,29.83,1009.6
140,6,722,10.0,72,45,1010.7,29.85,1010.2
320,5,722,10.0,70,51,1010.7,29.85,1010.2
270,6,722,10.0,68,48,1010.6,29.85,1010.2
280,5,722,10.0,67,46,1010.7,29.85,1010.2
280,6,722,10.0,65,51,1010.6,29.85,1010.2
010,5,722,10.0,74,60,1012.0,29.89,1011.6
020,3,722,10.0,75,59,1011.9,29.88,1011.3
050,5,722,10.0,77,60,1011.6,29.87,1010.9
010,6,722,10.0,80,62,1011.0,29.86,1010.6
300,15,722,10.0,88,50,1010.5,29.84,1009.9
290,15,722,10.0,90,48,1009.9,29.83,1009.6
280,18,722,10.0,90,42,1009.4,29.81,1008.9
290,18,722,10.0,79,49,1008.9,29.80,1008.5
280,21,722,10.0,75,50,1008.8,29.79,1008.2
290,18,722,10.0,72,46,1009.1,29.80,1008.5
300,14,722,10.0,69,52,1009.8,29.82,1009.2
270,13,722,10.0,69,49,1010.4,29.84,1009.9
280,7,722,10.0,66,51,1010.6,29.84,1009.9
290,10,722,10.0,65,51,1010.8,29.85,1010.2
290,14,722,10.0,60,54,1011.2,29.86,1010.6
300,9,722,10.0,61,53,1011.1,29.86,1010.6
290,9,722,10.0,59,53,1011.2,29.86,1010.6
280,10,722,10.0,59,53,1011.1,29.86,1010.6
280,9,722,10.0,58,53,1010.9,29.85,1010.2
280,9,722,10.0,57,53,1011.1,29.86,1010.6
020,6,722,10.0,77,63,1011.2,29.86,1010.6
300,15,722,10.0,80,52,1010.9,29.85,1010.2
280,26,722,10.0,80,46,1010.0,29.83,1009.6
290,18,722,10.0,74,52,1010.0,29.83,1009.6
300,13,722,10.0,70,55,1010.4,29.84,1009.9
320,18,722,10.0,65,57,1010.6,29.84,1009.9
290,13,722,10.0,64,56,1011.8,29.88,1011.3
270,11,722,10.0,63,55,1012.5,29.90,1011.9
290,7,722,10.0,63,55,1012.5,29.90,1011.9
300,7,722,10.0,61,55,1012.6,29.90,1011.9
290,10,722,10.0,59,55,1012.8,29.91,1012.3
290,8,722,10.0,59,55,1012.8,29.91,1012.3
280,11,722,10.0,58,55,1012.6,29.90,1011.9
290,11,722,10.0,58,54,1012.6,29.90,1011.9
290,13,722,10.0,57,54,1012.6,29.91,1012.3
310,18,722,10.0,72,53,1013.1,29.92,1012.6
300,16,722,10.0,74,52,1012.6,29.90,1011.9
300,16,722,10.0,74,52,1011.7,29.88,1011.3
310,13,722,10.0,74,52,1011.1,29.86,1010.6
300,15,722,10.0,75,51,1010.8,29.85,1010.2
290,23,722,10.0,70,51,1010.8,29.85,1010.2
290,17,722,10.0,63,53,1011.6,29.87,1010.9
300,18,722,10.0,60,55,1012.2,29.89,1011.6
300,17,722,10.0,59,55,1013.2,29.92,1012.6
300,17,722,10.0,59,55,1013.3,29.92,1012.6
300,15,722,10.0,59,56,1013.5,29.93,1012.9
